building_id,meter,timestamp,primary_use,square_feet,year_built,air_temperature,cloud_coverage,dew_temperature,meter_reading
367,1,01-01-2016 00:00,Entertainment/public assembly,20584,,11.7,4,11.7,123.5
368,0,01-01-2016 00:00,Retail,16500,,,,,180.344
369,1,01-01-2016 00:00,Public services,6431,,,2,,99.6441
370,0,01-01-2016 00:00,Entertainment/public assembly,15960,2005,,2,,37.27
371,0,01-01-2016 00:00,Entertainment/public assembly,5554,,11.1,2,11.1,11.1484
372,0,01-01-2016 00:00,Education,49100,1911,11.7,4,11.1,43.9606
373,1,01-01-2016 00:00,Education,46484,1932,12.8,2,12.2,352.47
374,0,01-01-2016 00:00,Lodging/residential,350000,1949,15.6,2,14.4,261.9
375,1,01-01-2016 00:00,Office,850354,1989,18.9,2,15.6,169.981
376,0,01-01-2016 00:00,Office,585955,1942,21.1,2,15.6,174.49
377,1,01-01-2016 00:00,Public services,12506,,23.9,4,14.4,28.0996
378,0,01-01-2016 00:00,Public services,35241,1978,24.4,4,13.9,67.4063
379,1,01-01-2016 00:00,Entertainment/public assembly,7675,,25,4,12.8,1.92
380,0,01-01-2016 00:00,Education,95100,1927,25,,12.2,1.33
381,0,01-01-2016 00:00,Entertainment/public assembly,1858,,25.6,,11.1,0.1055
382,0,01-01-2016 00:00,Education,47984,2002,24.4,2,10,76.33
383,0,01-01-2016 00:00,Warehouse/storage,27318,,21.7,,10.6,57.5357
384,0,01-01-2016 00:00,Office,13728,,20,6,11.1,32.2378
385,1,01-01-2016 00:00,Public services,18432,1973,16.1,,11.7,115.44
386,0,01-01-2016 00:00,Entertainment/public assembly,17262,2003,17.2,,12.2,593.046
387,0,01-01-2016 00:00,Education,104200,2009,17.8,,13.3,175.843
388,0,01-01-2016 00:00,Public services,30810,,18.3,,12.2,24.35
389,0,01-01-2016 00:00,Education,57165,2014,17.8,,13.3,13.3289
390,0,01-01-2016 00:00,Office,34400,,15.6,8,13.3,5.8614
391,0,01-01-2016 00:00,Education,87107,,14.4,,13.3,7.15
392,0,01-01-2016 00:00,Education,53000,1912,14.4,,13.9,1.0199
393,0,01-01-2016 00:00,Education,59400,1900,15,,14.4,43.15
394,0,01-01-2016 00:00,Entertainment/public assembly,3545,2000,17.8,,17.2,45.3322
395,1,01-01-2016 00:00,Public services,8925,1912,19.4,,17.8,55.66
396,0,01-01-2016 00:00,Public services,16768,1980,18.3,8,16.1,0
397,0,01-01-2016 00:00,Public services,54061,2006,18.9,4,15,169.1
398,1,01-01-2016 00:00,Education,62200,,20,4,15.6,0
399,0,01-01-2016 00:00,Education,180000,1939,20.6,,15.6,199.75
400,0,01-01-2016 00:00,Public services,19315,,15.6,,12.8,132.128
401,0,01-01-2016 00:00,Entertainment/public assembly,12660,,15,,10,79.1292
402,0,01-01-2016 00:00,Public services,2818,,17.2,4,9.4,76.28
403,1,01-01-2016 00:00,Education,49500,1962,17.8,4,8.9,16.84
404,0,01-01-2016 00:00,Public services,5783,,17.8,,8.9,69.66
405,1,01-01-2016 00:00,Education,82200,1916,16.7,4,8.3,137.052
406,0,01-01-2016 00:00,Entertainment/public assembly,2347,,15.6,,6.7,0
407,1,01-01-2016 00:00,Education,325217,2006,13.9,,6.7,91.85
408,0,01-01-2016 00:00,Entertainment/public assembly,16098,1929,13.3,6,6.7,0
409,0,01-01-2016 00:00,Education,38500,2016,12.2,,7.2,0
410,0,01-01-2016 00:00,Education,64113,1924,12.2,,7.8,115.05
411,0,01-01-2016 00:00,Entertainment/public assembly,6139,,11.7,4,7.8,17.6546
412,0,01-01-2016 00:00,Education,110000,,11.1,2,7.8,26.26
413,0,01-01-2016 00:00,Warehouse/storage,14839,2005,10.6,0,6.7,73.89
414,0,01-01-2016 00:00,Entertainment/public assembly,36387,,10,0,5,7.8426
415,0,01-01-2016 00:00,Education,41329,,9.4,0,4.4,49.34
416,0,01-01-2016 00:00,Public services,7079,,8.9,0,3.9,0.1055
417,0,01-01-2016 00:00,Education,69600,1978,8.3,0,2.8,145.74
418,0,01-01-2016 00:00,Entertainment/public assembly,86120,1926,7.2,4,2.2,12.27
419,0,01-01-2016 00:00,Education,271300,1940,6.7,,1.7,54.94
420,0,01-01-2016 00:00,Public services,81397,2004,6.1,4,0.6,5.3104
421,1,01-01-2016 00:00,Entertainment/public assembly,11274,,6.7,2,0.6,15.84
422,0,01-01-2016 00:00,Public services,8726,,8.9,2,0,324.12
423,1,01-01-2016 00:00,Entertainment/public assembly,969,,11.1,2,1.7,167.015
424,0,01-01-2016 00:00,Public services,32527,,12.2,2,0.6,12.19
425,1,01-01-2016 00:00,Warehouse/storage,202829,1983,13.3,4,-0.6,88.1
426,0,01-01-2016 00:00,Education,101400,1930,14.4,2,-2.8,115.74
427,1,01-01-2016 00:00,Public services,14269,,15,,-2.2,74.52
428,0,01-01-2016 00:00,Entertainment/public assembly,1396,,15.6,,-1.7,27.4666
429,0,01-01-2016 00:00,Public services,11934,1930,15.6,,-2.2,114.03
430,0,01-01-2016 00:00,Public services,23918,,14.4,,-3.3,37.24
431,0,01-01-2016 00:00,Parking,1760,,12.8,,-0.6,1.5474
432,0,01-01-2016 00:00,Public services,103200,,12.2,6,-0.6,0
433,0,01-01-2016 00:00,Entertainment/public assembly,23055,,11.7,,-0.6,17.26
434,0,01-01-2016 00:00,Education,39500,,10.6,,1.1,37.84
435,0,01-01-2016 00:00,Office,29916,2002,10,,2.2,46.1762
436,0,01-01-2016 00:00,Lodging/residential,15574,,10,,0.6,12.04
437,0,01-01-2016 00:00,Entertainment/public assembly,11651,,9.4,,1.1,0.0352
438,0,01-01-2016 00:00,Public services,36562,,9.4,6,-0.6,46.88
439,0,01-01-2016 00:00,Office,62205,,8.3,,0,130.79
440,1,01-01-2016 00:00,Public services,35033,1962,8.3,,-0.6,22.4375
441,0,01-01-2016 00:00,Public services,3267,,7.8,,-0.6,0
442,0,01-01-2016 00:00,Education,70800,1964,7.2,,0.6,177.27
443,0,01-01-2016 00:00,Education,109000,1940,6.1,,1.1,186.112
444,0,01-01-2016 00:00,Public services,12945,1960,6.1,6,0.6,25.18
445,0,01-01-2016 00:00,Education,40950,1910,6.1,,0,55.7421
446,0,01-01-2016 00:00,Public services,43992,,6.7,,-1.7,24.38
447,0,01-01-2016 00:00,Public services,21472,2011,7.8,,-1.7,2.5673
448,1,01-01-2016 00:00,Office,328760,1904,8.3,,-1.7,0
449,0,01-01-2016 00:00,Lodging/residential,18340,1900,9.4,4,-4.4,24.74
450,0,01-01-2016 00:00,Education,116872,1931,11.7,4,-5,8.1
451,0,01-01-2016 00:00,Entertainment/public assembly,5013,,12.2,2,-7.2,25.92
452,0,01-01-2016 00:00,Education,155100,1931,12.8,2,-7.8,0.0703
453,0,01-01-2016 00:00,Public services,24875,1984,13.3,2,-9.4,125.88
454,1,01-01-2016 00:00,Public services,16576,1932,12.2,2,-7.8,136.8
455,0,01-01-2016 00:00,Healthcare,29192,2014,9.4,2,-3.9,624.62
456,0,01-01-2016 00:00,Public services,14125,,8.3,2,-4.4,59.29
457,0,01-01-2016 00:00,Education,79700,1932,7.8,0,-2.8,27.7
458,0,01-01-2016 00:00,Entertainment/public assembly,4589,,7.2,0,-1.7,37.04
459,0,01-01-2016 00:00,Entertainment/public assembly,36744,2004,6.1,0,-1.1,71.14
460,1,01-01-2016 00:00,Public services,17927,,5.6,0,-1.1,17.04
461,0,01-01-2016 00:00,Education,69400,1959,4.4,2,-0.6,47.92
462,0,01-01-2016 00:00,Public services,9226,,5,4,-0.6,29.53
463,0,01-01-2016 00:00,Public services,25000,,3.9,,-0.6,15.86
464,0,01-01-2016 00:00,Public services,9816,,3.9,,-0.6,0.17
465,0,01-01-2016 00:00,Office,6400,,3.9,,-1.7,36.37
466,0,01-01-2016 00:00,Public services,22500,,3.9,,-2.8,59.49
467,0,01-01-2016 00:00,Public services,47439,,3.9,,-1.7,14.12
468,0,01-01-2016 00:00,Office,40000,,3.9,6,-2.2,10.91
469,0,01-01-2016 00:00,Public services,13044,1913,3.3,4,-1.1,1.6
470,0,01-01-2016 00:00,Public services,24618,,7.8,4,0,21.4
471,0,01-01-2016 00:00,Education,170000,1956,12.2,2,2.2,33.33
472,0,01-01-2016 00:00,Education,69400,1911,15,2,4.4,9.88
473,0,01-01-2016 00:00,Public services,46007,1950,16.1,2,5,107.44
474,0,01-01-2016 00:00,Public services,10151,1966,17.2,4,2.8,3.4
475,0,01-01-2016 00:00,Office,474680,1986,17.2,,1.7,17.06
476,1,01-01-2016 00:00,Entertainment/public assembly,1102,,18.3,,0.6,18.88
477,0,01-01-2016 00:00,Public services,21600,,17.8,,0.6,18.26
478,1,01-01-2016 00:00,Lodging/residential,31283,1935,17.8,,0.6,168.29
479,0,01-01-2016 00:00,Public services,43955,1978,16.1,,0.6,20.25
480,0,01-01-2016 00:00,Office,30000,,14.4,6,2.2,109.04
481,1,01-01-2016 00:00,Education,104294,1976,12.2,,7.2,23.67
482,0,01-01-2016 00:00,Education,394000,2013,12.2,,7.8,25.19
483,0,01-01-2016 00:00,Education,207000,1935,11.1,,7.8,366
484,0,01-01-2016 00:00,Public services,18000,,8.3,,6.1,15.93
485,0,01-01-2016 00:00,Public services,22000,2007,8.9,,6.7,31.66
486,1,01-01-2016 00:00,Education,86375,1903,8.9,6,6.7,36.63
487,0,01-01-2016 00:00,Education,66600,1959,8.3,,6.7,128.1
488,0,01-01-2016 00:00,Education,69600,1908,7.2,2,5.6,22.45
489,0,01-01-2016 00:00,Education,85039,1925,7.2,,6.1,1.04
490,0,01-01-2016 00:00,Education,98900,1961,7.2,,6.1,57.32
491,0,01-01-2016 00:00,Education,66600,1970,7.2,4,6.1,449.42
492,0,01-01-2016 00:00,Education,193800,,6.7,6,6.1,343.99
493,0,01-01-2016 00:00,Education,283000,2014,8.9,,7.2,41.6
494,0,01-01-2016 00:00,Education,72800,1959,12.2,,9.4,33.92
495,0,01-01-2016 00:00,Education,47500,1968,15,,9.4,386.11
496,1,01-01-2016 00:00,Public services,16200,,18.9,,9.4,14.27
497,0,01-01-2016 00:00,Public services,7732,,20,,10.6,103.97
498,1,01-01-2016 00:00,Entertainment/public assembly,14842,,20.6,6,11.1,103.42
499,0,01-01-2016 00:00,Education,376507,2011,21.7,,11.1,14.41
500,0,01-01-2016 00:00,Education,99975,1968,21.1,,10.6,9.39
501,0,01-01-2016 00:00,Education,66404,,21.1,,11.1,134.98
502,1,01-01-2016 00:00,Public services,6010,,20,,11.7,15.64
503,0,01-01-2016 00:00,Other,10762,,18.3,,10,19.9
504,1,01-01-2016 00:00,Warehouse/storage,112536,,16.7,6,10,82.7
505,0,01-01-2016 00:00,Warehouse/storage,51622,1975,15.6,,10,1.84
506,1,01-01-2016 00:00,Other,34400,,14.4,4,10,34.01
507,0,01-01-2016 00:00,Education,61151,,13.9,,10.6,92.58
508,1,01-01-2016 00:00,Other,112283,,15,,10,15.17
509,0,01-01-2016 00:00,Other,10578,,15.6,,9.4,85.08
510,0,01-01-2016 00:00,Public services,4581,,15.6,4,10,136.45
511,0,01-01-2016 00:00,Public services,12316,,13.9,4,10.6,34.26
512,0,01-01-2016 00:00,Lodging/residential,5000,2010,15.6,2,11.1,214.26
513,0,01-01-2016 00:00,Public services,112283,,15.6,4,11.7,96.83
514,1,01-01-2016 00:00,Public services,12750,,13.3,2,11.1,26.87
515,0,01-01-2016 00:00,Education,63900,1921,15.6,,12.8,150.58
516,0,01-01-2016 00:00,Public services,9000,,15.6,6,13.3,1.16
517,0,01-01-2016 00:00,Lodging/residential,2210,,17.2,,14.4,0.8
518,0,01-01-2016 00:00,Public services,555243,1941,17.8,,15,54.06
519,0,01-01-2016 00:00,Public services,461647,1976,19.4,,16.1,4.01
520,0,01-01-2016 00:00,Office,27600,,20,,17.2,46.07
521,0,01-01-2016 00:00,Public services,12000,,21.1,,17.2,21.85
522,0,01-01-2016 00:00,Office,8000,,19.4,8,17.2,6.56
523,0,01-01-2016 00:00,Entertainment/public assembly,9726,,18.9,,17.2,32.05
524,1,01-01-2016 00:00,Public services,134114,,20.6,,17.2,112.74
525,0,01-01-2016 00:00,Public services,9062,,19.4,,16.1,1139.52
526,0,01-01-2016 00:00,Public services,7636,,18.9,,11.7,17.93
527,1,01-01-2016 00:00,Public services,9392,,17.2,,11.1,48.66
528,0,01-01-2016 00:00,Public services,11143,,16.1,2,10,39.51
529,0,01-01-2016 00:00,Public services,14519,1908,15,4,9.4,13.04
530,0,01-01-2016 00:00,Public services,144000,,14.4,2,9.4,16.97
531,0,01-01-2016 00:00,Public services,68203,,13.9,0,9.4,3.89
532,1,01-01-2016 00:00,Entertainment/public assembly,7133,,13.3,2,8.9,30.73
533,0,01-01-2016 00:00,Lodging/residential,11900,,13.3,2,8.9,73.65
534,1,01-01-2016 00:00,Entertainment/public assembly,898,,13.3,4,8.3,232.36
535,0,01-01-2016 00:00,Healthcare,15000,2010,12.8,,8.9,1701.7
536,1,01-01-2016 00:00,Entertainment/public assembly,1962,,10.6,,8.9,675.84
537,0,01-01-2016 00:00,Education,73200,1959,10,,7.8,7.55
538,0,01-01-2016 00:00,Religious worship,10000,2010,10,,6.7,32.92
539,0,01-01-2016 00:00,Entertainment/public assembly,1473,,9.4,,5,8.72
540,0,01-01-2016 00:00,Education,88300,1909,8.9,6,4.4,57.68
541,0,01-01-2016 00:00,Lodging/residential,2582,,8.3,,3.3,8.66
542,0,01-01-2016 00:00,Education,66900,1969,8.3,,3.3,46.19
543,0,01-01-2016 00:00,Entertainment/public assembly,801,,7.8,,2.2,19.41
544,0,01-01-2016 00:00,Public services,110800,1972,7.2,,1.7,16.85
545,0,01-01-2016 00:00,Education,21903,1931,7.8,,1.7,21.98
546,0,01-01-2016 00:00,Public services,400000,1971,9.4,6,1.7,43.7
547,0,01-01-2016 00:00,Healthcare,23903,,10,4,0,76.47
548,0,01-01-2016 00:00,Healthcare,9813,2010,10,4,0,35.35
549,0,01-01-2016 00:00,Public services,12754,1968,10,4,0,66.61
550,1,01-01-2016 00:00,Public services,16000,2014,8.9,4,0.6,56.84
551,0,01-01-2016 00:00,Office,30525,,7.8,2,0.6,66.82
552,1,01-01-2016 00:00,Public services,20110,1936,7.2,2,1.7,57.21
553,0,01-01-2016 00:00,Education,37800,,6.7,4,1.1,24.37
554,1,01-01-2016 00:00,Entertainment/public assembly,26187,,6.7,2,1.1,17.64
555,0,01-01-2016 00:00,Education,22400,,6.1,2,0.6,14.15
556,1,01-01-2016 00:00,Healthcare,450000,2012,6.1,0,-0.6,24.72
557,0,01-01-2016 00:00,Public services,19000,,5,0,-1.7,50.78
558,0,01-01-2016 00:00,Office,89315,,4.4,0,-2.2,47.09
559,0,01-01-2016 00:00,Education,48994,2015,3.9,0,-2.8,73.41
560,0,01-01-2016 00:00,Office,340000,2010,3.3,0,-2.8,22.23
561,0,01-01-2016 00:00,Office,295000,,2.8,0,-2.8,20.42
562,0,01-01-2016 00:00,Education,235000,2013,2.2,0,-3.3,5.33
563,0,01-01-2016 00:00,Office,31346,,2.2,0,-3.3,152.01
564,0,01-01-2016 00:00,Public services,89315,,1.7,0,-3.9,53.43
565,0,01-01-2016 00:00,Education,15326,1954,1.7,0,-3.9,12.72
566,0,01-01-2016 00:00,Education,2010,1957,3.3,0,-3.9,567.13
567,0,01-01-2016 00:00,Entertainment/public assembly,82670,2016,5,0,-3.3,9.33
568,0,01-01-2016 00:00,Education,14150,1974,6.7,0,-3.3,114.5
569,1,01-01-2016 00:00,Education,86091,1964,8.3,0,-2.8,41.75
570,0,01-01-2016 00:00,Education,193202,1964,10,0,-2.8,12
571,0,01-01-2016 00:00,Education,47954,1980,11.1,0,-2.8,47.11
572,0,01-01-2016 00:00,Education,94175,1964,12.8,0,-2.8,7.02
573,0,01-01-2016 00:00,Education,23815,1914,12.2,0,-2.2,30.12
574,0,01-01-2016 00:00,Education,56343,1905,12.2,0,-2.2,17.25
575,0,01-01-2016 00:00,Technology/science,33167,1963,10.6,0,-1.7,10.62
576,0,01-01-2016 00:00,Education,86465,2014,8.9,0,0,86.71
577,1,01-01-2016 00:00,Education,113589,1958,8.9,0,0,53.52
578,0,01-01-2016 00:00,Lodging/residential,71994,2004,6.7,0,2.2,89.36
579,0,01-01-2016 00:00,Education,7781,1910,5.6,2,2.8,270.63
580,0,01-01-2016 00:00,Education,104016,1960,6.1,2,2.8,34.13
581,0,01-01-2016 00:00,Lodging/residential,23012,1930,4.4,2,2.8,4.98
582,0,01-01-2016 00:00,Education,14542,1920,5.6,0,2.8,1.96
583,1,01-01-2016 00:00,Education,206054,1950,3.3,0,1.7,14.84
584,0,01-01-2016 00:00,Education,137806,1967,3.3,0,2.2,117.54
585,0,01-01-2016 00:00,Public services,132394,1949,2.8,2,1.1,80.15
586,0,01-01-2016 00:00,Public services,166514,1917,3.3,4,1.7,18.21
587,0,01-01-2016 00:00,Technology/science,53234,1942,3.9,2,2.8,3.69
588,0,01-01-2016 00:00,Education,21866,1911,4.4,2,2.8,14.3
589,1,01-01-2016 00:00,Education,305268,1952,5.6,2,3.9,35.82
590,0,01-01-2016 00:00,Education,8516,1920,10,4,5.6,12.32
591,0,01-01-2016 00:00,Entertainment/public assembly,59326,1932,11.7,,3.9,217.04
592,0,01-01-2016 00:00,Education,120694,2012,15,2,5,68.34
593,0,01-01-2016 00:00,Education,66203,2015,17.2,2,7.8,4.15
594,0,01-01-2016 00:00,Education,177281,1964,18.3,2,8.3,41.56
595,0,01-01-2016 00:00,Education,270413,1971,20,2,9.4,12.31
596,0,01-01-2016 00:00,Education,18474,1923,20.6,2,8.3,107.15
597,0,01-01-2016 00:00,Public services,189425,1994,20,4,8.9,87
598,0,01-01-2016 00:00,Public services,68701,1930,20.6,,9.4,55.93
599,0,01-01-2016 00:00,Education,25996,1954,17.8,,10,53.19
600,0,01-01-2016 00:00,Education,44182,1917,15.6,6,10.6,27.7
601,0,01-01-2016 00:00,Entertainment/public assembly,11910,1903,13.3,4,10.6,54.49
602,0,01-01-2016 00:00,Entertainment/public assembly,238065,1933,13.3,4,11.1,68.96
603,0,01-01-2016 00:00,Public services,29063,2004,13.3,,11.1,15.49
604,0,01-01-2016 00:00,Education,8463,,13.3,,11.1,102.92
605,1,01-01-2016 00:00,Education,51020,1924,12.2,,10.6,194.15
606,0,01-01-2016 00:00,Utility,23432,1999,11.1,6,10,21.92
607,1,01-01-2016 00:00,Education,34825,1999,11.1,,10,670.65
608,0,01-01-2016 00:00,Entertainment/public assembly,124197,1927,11.1,,10,13.64
609,0,01-01-2016 00:00,Education,141461,1907,10.6,,9.4,60.63
610,1,01-01-2016 00:00,Entertainment/public assembly,30160,1958,10,,9.4,7.34
611,0,01-01-2016 00:00,Education,128126,1966,12.2,,11.1,82.64
612,0,01-01-2016 00:00,Education,77055,1917,12.8,6,11.1,17.1
613,0,01-01-2016 00:00,Entertainment/public assembly,1305,1995,12.8,,11.7,29.32
614,0,01-01-2016 00:00,Lodging/residential,185200,1930,15.6,,12.8,10.6
615,1,01-01-2016 00:00,Education,153700,1990,18.3,,12.8,15.24
616,0,01-01-2016 00:00,Education,117814,1959,20,,13.3,91.63
617,0,01-01-2016 00:00,Education,182943,1963,21.1,,13.9,15.87
618,0,01-01-2016 00:00,Education,148032,1924,23.3,6,14.4,72.04
619,0,01-01-2016 00:00,Education,68146,1948,23.9,,14.4,17.39
620,0,01-01-2016 00:00,Education,220703,2011,23.3,,15,91.11
621,0,01-01-2016 00:00,Parking,387,1955,22.8,,15.6,10.76
622,0,01-01-2016 00:00,Education,123612,1961,22.8,,16.1,12.45
623,0,01-01-2016 00:00,Education,49388,1931,21.1,,16.7,17.01
624,0,01-01-2016 00:00,Education,46204,1941,19.4,8,16.7,26.26
625,1,01-01-2016 00:00,Education,55516,1978,18.3,,16.7,14.59
626,0,01-01-2016 00:00,Public services,130581,1970,17.8,,16.1,127.02
627,1,01-01-2016 00:00,Education,56637,1953,16.7,,15.6,32.76
628,0,01-01-2016 00:00,Education,40706,1958,16.1,,15.6,23.14
629,0,01-01-2016 00:00,Education,40835,1931,17.8,,16.1,12.28
630,0,01-01-2016 00:00,Education,93420,1948,17.8,8,16.1,124.24
631,1,01-01-2016 00:00,Education,23533,1906,17.8,,16.7,66.03
632,0,01-01-2016 00:00,Education,41297,1959,17.8,,17.2,110.58
633,1,01-01-2016 00:00,Parking,98539,1989,18.3,,17.2,13.27
634,0,01-01-2016 00:00,Education,4000,1910,18.3,,17.8,1108.02
635,1,01-01-2016 00:00,Education,7122,1909,18.3,,17.8,1.76
636,0,01-01-2016 00:00,Education,6564,1909,18.3,8,17.8,24.51
637,1,01-01-2016 00:00,Education,4189,1929,18.9,,18.3,40.72
638,0,01-01-2016 00:00,Education,7900,1923,18.3,,17.8,81.17
639,0,01-01-2016 00:00,Education,14524,1964,18.3,,17.8,15.11
640,0,01-01-2016 00:00,Entertainment/public assembly,36180,1966,18.9,,17.8,54.6
641,0,01-01-2016 00:00,Education,109588,1994,18.9,,17.8,424.84
642,0,01-01-2016 00:00,Education,30401,,19.4,8,17.8,289.26
643,1,01-01-2016 00:00,Education,110919,1941,18.9,,17.8,56.47
644,0,01-01-2016 00:00,Entertainment/public assembly,261091,1923,18.9,,17.8,106.29
645,0,01-01-2016 00:00,Education,304333,2006,18.9,,17.8,131.02
646,0,01-01-2016 00:00,Education,58733,1923,18.9,,17.8,27.84
647,0,01-01-2016 00:00,Lodging/residential,86959,1942,18.9,,17.8,57.77
648,0,01-01-2016 00:00,Education,154706,2009,18.9,8,17.8,214.64
649,0,01-01-2016 00:00,Education,116121,1996,18.3,,17.8,95.64
650,0,01-01-2016 00:00,Education,75228,1993,18.3,,17.8,51.76
651,0,01-01-2016 00:00,Parking,306140,2007,18.3,,17.8,112.92
652,0,01-01-2016 00:00,Education,150887,1959,18.3,,17.8,284.52
653,1,01-01-2016 00:00,Education,420885,1930,17.8,,17.2,43.14
654,0,01-01-2016 00:00,Education,43910,1912,17.8,8,17.2,43.05
655,0,01-01-2016 00:00,Education,222434,1964,17.2,,16.7,32.87
656,1,01-01-2016 00:00,Other,5769,1976,17.2,,16.1,13.81
657,0,01-01-2016 00:00,Education,109071,1966,17.2,,16.1,24.45
658,0,01-01-2016 00:00,Entertainment/public assembly,31075,1976,16.7,,16.1,89.47
659,0,01-01-2016 00:00,Entertainment/public assembly,15306,1976,17.2,,16.7,188.88
660,0,01-01-2016 00:00,Entertainment/public assembly,5447,1976,17.2,8,16.7,64.62
661,1,01-01-2016 00:00,Entertainment/public assembly,7427,1976,17.2,,16.7,46.44
662,0,01-01-2016 00:00,Entertainment/public assembly,12777,1976,17.8,,17.2,19.41
663,1,01-01-2016 00:00,Entertainment/public assembly,57189,1976,18.3,,17.2,149.05
664,0,01-01-2016 00:00,Entertainment/public assembly,49492,1976,18.9,,17.8,102.64
665,1,01-01-2016 00:00,Entertainment/public assembly,8773,1966,18.3,,17.8,426.2
666,0,01-01-2016 00:00,Entertainment/public assembly,12045,1976,18.9,8,17.8,33.45
667,0,01-01-2016 00:00,Entertainment/public assembly,15715,1966,18.9,,17.8,12.58
668,0,01-01-2016 00:00,Entertainment/public assembly,47275,1976,18.9,,17.8,45.57
669,0,01-01-2016 00:00,Entertainment/public assembly,4768,1976,18.3,,17.8,7.77
670,0,01-01-2016 00:00,Healthcare,18471,1966,18.3,,17.8,15.29
671,0,01-01-2016 00:00,Lodging/residential,7589,1976,17.8,,16.7,7.16
672,0,01-01-2016 00:00,Manufacturing/industrial,6329,1919,17.8,8,16.7,184.73
673,0,01-01-2016 00:00,Entertainment/public assembly,36307,1976,17.8,,16.7,12.7
674,0,01-01-2016 00:00,Entertainment/public assembly,149704,1976,17.2,,16.1,60.96
675,0,01-01-2016 00:00,Manufacturing/industrial,3853,1976,16.7,,15.6,116.82
676,0,01-01-2016 00:00,Manufacturing/industrial,90697,1976,16.7,,15,3
677,0,01-01-2016 00:00,Public services,7072,1919,16.1,,15,448.92
678,0,01-01-2016 00:00,Public services,60977,1976,15,6,13.3,1216.68
679,1,01-01-2016 00:00,Public services,43400,1976,15,,13.3,15.59
680,0,01-01-2016 00:00,Public services,9849,1976,15,,12.8,16.5
681,1,01-01-2016 00:00,Public services,41861,1919,14.4,,12.2,11.97
682,0,01-01-2016 00:00,Entertainment/public assembly,64153,,13.3,,10.6,4.36
683,1,01-01-2016 00:00,Office,4650,1976,12.2,,9.4,118.65
684,0,01-01-2016 00:00,Office,152471,1919,11.1,6,8.3,16.02
685,1,01-01-2016 00:00,Office,270034,1976,10,4,7.8,27.88
686,0,01-01-2016 00:00,Office,12206,1976,11.1,4,7.2,16.08
687,0,01-01-2016 00:00,Office,36221,1976,12.8,4,5,21.18
688,0,01-01-2016 00:00,Office,52302,1966,13.9,4,3.9,32.56
689,0,01-01-2016 00:00,Office,11442,1976,15,2,2.8,7.15
690,0,01-01-2016 00:00,Office,19429,1945,16.7,2,2.2,23.57
691,0,01-01-2016 00:00,Office,42647,1976,17.2,4,2.2,35.04
692,0,01-01-2016 00:00,Office,7416,1976,18.3,2,0.6,1.36
693,0,01-01-2016 00:00,Office,57436,1976,18.3,4,0.6,22.46
694,0,01-01-2016 00:00,Education,30613,1976,17.8,,0,2.32
695,0,01-01-2016 00:00,Education,121062,1976,16.1,,0.6,129.79
696,0,01-01-2016 00:00,Education,19041,1976,15,6,1.7,2.48
697,0,01-01-2016 00:00,Education,18697,1919,13.9,,2.2,5.14
698,1,01-01-2016 00:00,Education,13939,1976,12.8,,3.3,36.39
699,0,01-01-2016 00:00,Education,93764,1945,11.7,,3.9,1.32
700,0,01-01-2016 00:00,Education,11464,1976,11.7,,5,51.88
701,0,01-01-2016 00:00,Education,128682,1966,11.1,,5,0.6
702,0,01-01-2016 00:00,Education,24251,1966,8.9,8,6.1,89.34
703,0,01-01-2016 00:00,Education,34563,1966,10.6,,7.2,54.58
704,0,01-01-2016 00:00,Education,17050,1966,8.3,,6.1,1068.48
705,0,01-01-2016 00:00,Education,23605,1976,8.9,,7.2,21.89
706,1,01-01-2016 00:00,Education,27685,1919,8.9,,6.7,8.97
707,0,01-01-2016 00:00,Education,11270,1976,8.3,,6.7,18.86
708,0,01-01-2016 00:00,Education,102429,1945,7.8,6,6.7,43.47
709,0,01-01-2016 00:00,Education,23067,1976,8.3,,7.2,183.96
710,0,01-01-2016 00:00,Education,12088,1919,11.7,,9.4,22.76
711,0,01-01-2016 00:00,Education,15414,1976,14.4,,7.8,39.22
712,1,01-01-2016 00:00,Education,22949,1976,18.3,,6.7,51.86
713,0,01-01-2016 00:00,Education,14973,1976,20,,4.4,1013.78
714,0,01-01-2016 00:00,Education,8730,1976,20.6,6,1.7,31.66
715,0,01-01-2016 00:00,Education,23153,1976,21.7,,2.2,26.92
716,0,01-01-2016 00:00,Education,37265,1919,21.7,,2.8,10.84
717,0,01-01-2016 00:00,Education,28826,1976,20.6,,3.3,335.69
718,1,01-01-2016 00:00,Education,25866,1919,20.6,,4.4,644.21
719,0,01-01-2016 00:00,Education,28363,1919,17.8,,5.6,321.7
720,0,01-01-2016 00:00,Education,18202,1919,15.6,8,6.1,25
721,0,01-01-2016 00:00,Education,121471,1966,13.9,,7.8,10.6
722,0,01-01-2016 00:00,Education,31635,1966,13.9,,7.2,7.25
723,0,01-01-2016 00:00,Education,160038,1966,12.8,,8.3,0.519
724,0,01-01-2016 00:00,Education,88856,1976,13.9,,8.9,246
725,0,01-01-2016 00:00,Education,13789,1919,12.8,,10,79.488
726,0,01-01-2016 00:00,Education,120566,1945,12.8,8,10,17
727,0,01-01-2016 00:00,Education,139113,1976,13.3,,10,310.675
728,0,01-01-2016 00:00,Education,30300,1966,12.8,,9.4,8.8828
729,0,01-01-2016 00:00,Education,17190,1919,12.2,,10,21.0625
